code,kind,name,price,comment,score,province,city,star
khalkhal-parnian,hotel,هتل پرنیان,,(۱),۳.۲,اردبیل,خلخال,(۲ ستاره)
ardabil-sabalan,hotel,هتل سبلان,,(۷),۳.۱,اردبیل,اردبیل,(۳ ستاره)
ardebil-negin,hotel,هتل نگین,,(۱۲),۳.۲,اردبیل,اردبیل,(۲ ستاره)
sareyn-atrak,hotel,هتل اترک,,(۷),۴.۱,اردبیل,سرعین,(۳ ستاره)
sarein-kabir,hotel,هتل کبیر,,(۸),۲.۳,اردبیل,سرعین,(۳ ستاره)
meshginshahr-dorna,hotel,هتل دورنا,,(۲),۲.۹,اردبیل,مشگین شهر,(۳ ستاره)
sareyn-ershad,hotel,هتل ارشاد,,(۷),۳.۶,اردبیل,سرعین,(۴ ستاره)
sareyn-laleh,hotel,هتل لاله ۲,,(۱۶),۴,اردبیل,سرعین,(۴ ستاره)
khalkhaal-felor,hotel,هتل فلور,,(۶),۳,اردبیل,خلخال,(۳ ستاره)
saryen-ershad,hotel,هتل بوستان,,(۸),۳,اردبیل,سرعین,(۴ ستاره)
ardebil-darya,hotel,هتل دریا,,(۸),۲.۵,اردبیل,اردبیل,(۳ ستاره)
sarein-sasan,hotel,هتل ساسان,,(۱۷),۳.۵,اردبیل,سرعین,(۲ ستاره)
sareyn-sehat,hotel,هتل صحت,,(۲۲),۴.۴,اردبیل,سرعین,(۲ ستاره)
ardabil-mehdi,hotel,هتل مهدی,,(۲),۳.۶,اردبیل,اردبیل,(۲ ستاره)
ca9bdd594c,hotel,هتل سوین تک,,(۵),۴.۱,اردبیل,سرعین,(۱ ستاره)
e3e28422e1,hotel,هتل خیام,,,,اردبیل,سرعین,(۲ ستاره)
sareyn-tamasha,hotel,هتل تماشا,,(۴),۲.۸,اردبیل,سرعین,(۴ ستاره)
sarein-royal park,hotel,هتل  رویال پارک,,(۸),۳.۲,اردبیل,سرعین,(۴ ستاره)
02b3772e6c,hotel,هتل امید,,,,اردبیل,سرعین,(۱ ستاره)
meshginshahr-aran,hotel,هتل آران,,,,اردبیل,مشگین شهر,(۳ ستاره)
ae14a96798,hotel,هتل تاج محل,,(۴),۲.۱,اردبیل,سرعین,(۱ ستاره)
17c25e8172,hotel,هتل پیمان,,,,اردبیل,سرعین,(۱ ستاره)
7ee38ee209,hotel,هتل دریا,,,,اردبیل,سرعین,(۲ ستاره)
sareyn-rezvankhaijfars,hotel,هتل رضوان خلیج فارس,,(۸),۲.۹,اردبیل,سرعین,(۴ ستاره)
sareyn-rezvankhaijfars,hotel,هتل رضوان خلیج فارس,,(۸),۲.۹,اردبیل,سرعین,(۴ ستاره)
sareyn-pedram,hotel,هتل پدرام,,(۲),۲.۷,اردبیل,سرعین,(۴ ستاره)
ardebil-saray,hotel,هتل سارای,,(۱),۱.۸,اردبیل,اردبیل,(۳ ستاره)
1ad17a58e0,hotel,هتل احسان,,(۱),۵,اردبیل,سرعین,(۲ ستاره)
sareyn-sehat,hotel,هتل صحت,,,,اردبیل,سرعین,(۲ ستاره)
0f3fcca807,hotel,هتل تخت جمشید,,,,اردبیل,سرعین,(۲ ستاره)
-610531,stay,هتل اهراب,,(۲۲),۳.۸,تبریز,تبریز,
tabriz-jahangardi,hotel,"هتل جهانگردی 
تبریز",,(۳),۲.۹,آذربایجان شرقی,تبریز,(۱ ستاره)
oroumieh-jahangardi,hotel,"هتل جهانگردی 
ارومیه",,(۴),۳.۳,آذربایجان غربی,ارومیه,(۴ ستاره)
kashan-morshedi,hotel,هتل سنتی خانه مرشدی,,(۶),۳.۷,اصفهان,کاشان,(۴ ستاره)
isfahan-abbasi,hotel,هتل عباسی,,(۳۳),۳.۸,اصفهان,اصفهان,(۵ ستاره)
isfahan-ghasre-monshi,hotel,هتل سنتی قصر منشی,,(۳),۴,اصفهان,اصفهان,(۴ ستاره)
kashan-zavie,hotel,هتل زاویه,,,,اصفهان,کاشان,(۴ ستاره)
isfahan-sonnati,hotel,هتل سنتی,,(۴),۳.۵,اصفهان,اصفهان,(۳ ستاره)
isfahan-baran,hotel,هتل باران,,(۷),۳.۵,اصفهان,اصفهان,(۳ ستاره)
isfahan-kowsar-hotel,hotel,هتل پارسیان کوثر,,(۳۹),۳.۹,اصفهان,اصفهان,(۵ ستاره)
esfahan-khajo,hotel,هتل خواجو,,(۱۱),۳.۷,اصفهان,اصفهان,(۳ ستاره)
isfahan-aseman,hotel,هتل آسمان,,(۲۵),۳.۷,اصفهان,اصفهان,(۴ ستاره)
natanz-ghasre jahan,hotel,هتل قصر جهان,,,,اصفهان,نطنز,(۴ ستاره)
isfahan-toloo-khorshid,hotel,هتل طلوع خورشید,,,,اصفهان,اصفهان,(۳ ستاره)
isfahan-piroozi,hotel,هتل پیروزی,,(۵۱),۴.۳,اصفهان,اصفهان,(۴ ستاره)
isfahan-safir,hotel,هتل سفیر,,(۱۰),۳.۷,اصفهان,اصفهان,(۴ ستاره)
isfahan-pardis,hotel,هتل ساحلی پردیس مبارکه,,(۴),۴.۹,اصفهان,اصفهان,(۳ ستاره)
isfahan-azadi-hotel,hotel,هتل آزادی,,(۹),۳.۱,اصفهان,اصفهان,(۳ ستاره)
isfahan-aali-ghapoo,hotel,هتل عالی قاپو,,(۲۳),۳.۸,اصفهان,اصفهان,(۴ ستاره)
kashan-amirkabir,hotel,هتل امیرکبیر,,(۹),۳.۲,اصفهان,کاشان,(۳ ستاره)
isfahan-suite-hotel,hotel,هتل پارسیان سوییت,,(۱۸),۴,اصفهان,اصفهان,(۳ ستاره)
naien-jahangardi,hotel,هتل جهانگردی نایین,,(۱),۴,اصفهان,نایین,(۳ ستاره)
isfahan-mahan-hotel,hotel,هتل ماهان,,(۲),۳,اصفهان,اصفهان,(۳ ستاره)
kashan-morshedi2,hotel,هتل سنتی خانه مرشدی ۲ (ادیب),,,,اصفهان,کاشان,(۱ ستاره)
kashan-negarestan,hotel,هتل نگارستان,,(۳),۴.۱,اصفهان,کاشان,(۴ ستاره)
isfahan-malek,hotel,هتل ملک,,(۷),۳.۴,اصفهان,اصفهان,(۳ ستاره)
isfahan-sepahan-hotel,hotel,هتل سپاهان,,(۶),۳.۷,اصفهان,اصفهان,(۳ ستاره)
isfahan-sheikh-bahaie,hotel,هتل شیخ بهایی,,,,اصفهان,اصفهان,(۳ ستاره)
isfahan-zohre-hotel,hotel,هتل زهره,,(۴۷),۳.۱,اصفهان,اصفهان,(۳ ستاره)
isfahan-venus,hotel,هتل ونوس,,(۱۰),۴.۱,اصفهان,اصفهان,(۳ ستاره)
isfahan-safavi,hotel,هتل صفوی,,(۱۰),۳.۷,اصفهان,اصفهان,(۳ ستاره)
isfahan-totia,hotel,هتل طوطیا,,(۵),۲.۸,اصفهان,اصفهان,(۲ ستاره)
isfahan-jamshid,hotel,هتل جمشید,,,,اصفهان,اصفهان,(۲ ستاره)
isfahan-part-hotel,hotel,هتل پارت,,(۱۰),۳.۷,اصفهان,اصفهان,(۳ ستاره)
isfahan-melal,hotel,هتل ملل,,(۱۰),۳.۸,اصفهان,اصفهان,(۳ ستاره)
isfahan-hakhamanesh,hotel,هتل هخامنشیان پارتاک,,(۱۶),۴.۳,اصفهان,اصفهان,(۳ ستاره)
esfehan-daneshmand,hotel,هتل دانشمند,,(۱),۵,اصفهان,اصفهان,(۳ ستاره)
isfahan-jolfa,hotel,هتل جلفا,,(۲),۲.۸,اصفهان,اصفهان,(۲ ستاره)
isfahan-setare,hotel,هتل ستاره,,(۲۰),۴.۳,اصفهان,اصفهان,(۳ ستاره)
esfahan-viana,hotel,هتل ویانا,,(۱۷),۴.۲,اصفهان,اصفهان,(۱ ستاره)
golpaygan-jahangardi,hotel,هتل جهانگردی گلپایگان,,(۴),۲.۸,اصفهان,گلپایگان,(۲ ستاره)
isfahan-homam-hotel,hotel,هتل همام,,(۱۳),۳.۱,اصفهان,اصفهان,(۲ ستاره)
isfahan-morvarid,hotel,هتل مروارید,,(۱۱),۲.۴,اصفهان,اصفهان,(۲ ستاره)
kashan-sabzeniyasar,hotel,هتل سبز نیاسر,,,,اصفهان,نیاسر,(۳ ستاره)
daran-jahangardi,hotel,هتل جهانگردی داران,,,,اصفهان,داران,(۱ ستاره)
feridonshar-sopol,hotel,هتل سوپل,,,,اصفهان,فریدون شهر,(۱ ستاره)
kashan-khaneh-ehsan,hotel,هتل خانه احسان,,(۲),۲.۷,اصفهان,کاشان,(۲ ستاره)
kashan-khanehdoost,hotel,هتل خانه دوست,,(۴),۳.۵,اصفهان,کاشان,(۱ ستاره)
isfahan-avin,hotel,هتل آوین,,(۱۵),۳.۶,اصفهان,اصفهان,(۳ ستاره)
ordibehesht,hotel,هتل سرای اردیبهشت,,(۱۷),۴.۵,اصفهان,اصفهان,(۲ ستاره)
sheykh bahaie hotel,hotel,هتل شیخ بهایی,,(۸),۴,اصفهان,اصفهان,(۳ ستاره)
isfahan-avin,hotel,هتل آوین,,(۱۵),۳.۶,اصفهان,اصفهان,(۳ ستاره)
ordibehesht,hotel,هتل سرای اردیبهشت,,(۱۷),۴.۵,اصفهان,اصفهان,(۲ ستاره)
kashan-sayah,hotel,هتل سیاح,,(۳),۳.۱,اصفهان,کاشان,(۱ ستاره)
isfehan-pars,hotel,هتل پارس,,(۱۱),۴.۲,اصفهان,اصفهان,(۲ ستاره)
isfehan-sonti irvani,hotel,هتل سنتی ایروانی,,(۲),۳.۶,اصفهان,اصفهان,(۱ ستاره)
parsian kowsar hotel isfahan,hotel,"هتل پارسیان کوثر 
اصفهان",,,,اصفهان,اصفهان,(۵ ستاره)
isfahan-saba,hotel,هتل صبا,,(۲۱),۳.۳,اصفهان,اصفهان,(۲ ستاره)
isfahan-naghshejahn,hotel,هتل نقش جهان,,,,اصفهان,اصفهان,(۱ ستاره)
isfahan-sama,hotel,هتل سما,,,,اصفهان,اصفهان,(۱ ستاره)
e122d210c5,hotel,هتل سما,,(۲),۴.۳,اصفهان,اصفهان,(۱ ستاره)
naein-golenarges,hotel,هتل گل نرگس,,(۱),۱.۲,اصفهان,نایین,(۳ ستاره)
golpayegan-argegoogad,hotel,هتل ارگ گوگد,,(۱),۲.۸,اصفهان,گلپایگان,(۳ ستاره)
abuzeydabad-yalou,hotel,هتل یلو,,(۱۳),۴.۴,اصفهان,کاشان,(۱ ستاره)
kashan-manouchehri,hotel,هتل سنتی منوچهری,,(۳),۳.۹,اصفهان,کاشان,(۴ ستاره)
kashan-adelhouse,hotel,هتل سنتی نه چم (خانه تاریخی عادل سابق),,(۱),۲.۶,اصفهان,کاشان,(۱ ستاره)
kashan-sourijan,hotel,هتل سوریجان,,,,اصفهان,کاشان,(۱ ستاره)
kashan-ameriha,hotel,هتل عامری ها,,(۷),۴,اصفهان,کاشان,(۵ ستاره)
ardestan-jahangardi,hotel,هتل جهانگردی,,,,اصفهان,اردستان,(۱ ستاره)
daran-simorgh,hotel,هتل سیمرغ,,,,اصفهان,داران,(۳ ستاره)
13dae15d52,hotel,هتل آستان,,,,اصفهان,نطنز,(۱ ستاره)
kashan-kashanehroshan,hotel,هتل کاشانه روشن,,(۱۳),۴.۳,اصفهان,کاشان,(۴ ستاره)
kashan-sonatienegin,hotel,هتل سنتی خانه نگین,,(۶),۳.۶,اصفهان,کاشان,(۳ ستاره)
isfahan-neginjey,hotel,هتل نگین جی,,(۱۰),۳.۲,اصفهان,اصفهان,(۲ ستاره)
isfahan-chehel-panjere,hotel,هتل چهل پنجره,,(۲),۲.۸,اصفهان,اصفهان,(۴ ستاره)
isfahan-partikan-hotel,hotel,هتل پارتیکان,,(۶),۲.۸,اصفهان,اصفهان,(۲ ستاره)
isfahan-tourist-hotel,hotel,هتل توریست,,(۱۳),۳.۸,اصفهان,اصفهان,(۳ ستاره)
isfahan-kavir,hotel,هتل کویری بالی,,(۱),۴,اصفهان,اصفهان,(۳ ستاره)
saedi-esfehan,hotel,هتل سعدی,,(۲),۱.۴,اصفهان,اصفهان,(۱ ستاره)
kashan-raheb,hotel,هتل مهینستان راهب,,(۷),۳.۷,اصفهان,کاشان,(۴ ستاره)
kashan-manouchehri2,hotel,هتل سنتی منوچهری مجموعه ۲,,(۱),۳.۸,اصفهان,کاشان,(۴ ستاره)
kashan-khademi,hotel,هتل سنتی خادمی,,(۷),۳.۹,اصفهان,کاشان,(۱ ستاره)
khansar-zagros,hotel,هتل زاگرس,,(۴),۴.۳,اصفهان,خوانسار,(۳ ستاره)
kashan-felahati,hotel,هتل فلاحتی,,(۲),۳.۶,اصفهان,کاشان,(۱ ستاره)
isfahan-yaghoot,hotel,هتل زنده رود(یاقوت سابق),,(۲۸),۳.۶,اصفهان,اصفهان,(۳ ستاره)
esfahan-jamefirooze,hotel,هتل جام فیروزه,,(۱۳),۳.۹,اصفهان,اصفهان,(۱ ستاره)
b46e87224d,hotel,هتل یه تا,,,,اصفهان,خور و بیابانک,(۱ ستاره)
kavire mesr-tida,hotel,هتل تی دا,,,,اصفهان,خور و بیابانک,(۳ ستاره)
isfahan-minoosa,hotel,هتل خانه مسافر مینوسا,,,,اصفهان,اصفهان,(۱ ستاره)
isfahan-kaveh,hotel,هتل کاوه,,(۵),۲.۶,اصفهان,اصفهان,(۲ ستاره)
esfahan-keryas,hotel,هتل سنتی کریاس,,(۴),۳.۹,اصفهان,اصفهان,(۱ ستاره)
isfahan-ibne-sina,hotel,هتل سنتی ابن سینا,,(۵),۲.۲,اصفهان,اصفهان,(۲ ستاره)
isfahan-atlas,hotel,هتل اطلس,,(۱),۲.۶,اصفهان,اصفهان,(۴ ستاره)
kashan-khaneh-noghli,hotel,هتل خانه نقلی,,(۲۳),۴.۵,اصفهان,کاشان,(۱ ستاره)
kashan-rose,hotel,هتل خانه رز,,,,اصفهان,کاشان,(۲ ستاره)
kashan-khaneh-irani,hotel,هتل خانه ایرانی,,(۳),۴.۳,اصفهان,کاشان,(۱ ستاره)
kashan-golestaneghamsar,hotel,هتل گلستان قمصر,,(۲),۳.۱,اصفهان,کاشان,(۲ ستاره)
esfahan-aftab,hotel,هتل آفتاب,,,,اصفهان,اصفهان,(۱ ستاره)
477a1cb52e,hotel,هتل شروین,,,,اصفهان,اصفهان,(۱ ستاره)
isfahan-isfahan,hotel,"هتل 
اصفهان",,(۱۰),۳.۴,اصفهان,اصفهان,(۳ ستاره)
hasht behesht,hotel,هتل هشت بهشت,,(۲),۴.۲,اصفهان,اصفهان,(۱ ستاره)
khoorobiabanak-yeta,hotel,هتل یه تا,,,,اصفهان,خور و بیابانک,(۱ ستاره)
isfahan-chehelsotoon,hotel,هتل چهلستون,,(۹),۱.۸,اصفهان,اصفهان,(۳ ستاره)
isfahan-espadana,hotel,هتل اسپادانا,,(۱۵),۳.۳,اصفهان,اصفهان,(۳ ستاره)
isfahan-iran,hotel,هتل ایران,,(۶),۴.۵,اصفهان,اصفهان,(۱ ستاره)
isfahan-sonnati-aghigh,hotel,هتل سنتی عتیق,,(۸),۳.۹,اصفهان,اصفهان,(۳ ستاره)
715f1c9076,hotel,هتل آفتاب,,(۱۴),۴.۲,اصفهان,اصفهان,(۱ ستاره)
42d70c4256,hotel,هتل باباافضل,,,,اصفهان,کاشان,(۱ ستاره)
tehran-alborz,hotel,"هتل 
البرز",,(۵),۳.۶,تهران,تهران,(۳ ستاره)
qazvin-alborz,hotel,"هتل 
البرز",,(۹),۳.۸,قزوین,قزوین,(۲ ستاره)
taleghan-kourosh,hotel,هتل کوروش,,(۳),۳.۷,البرز,طالقان,(۳ ستاره)
lahijan-alborz,hotel,"هتل مجتمع اقامتی 
البرز",,(۳),۱.۶,گیلان,لاهیجان,(۳ ستاره)
karaj-pardis,hotel,هتل پردیس,,(۱),۴.۶,البرز,کرج,(۳ ستاره)
karaj-amirkabir,hotel,هتل امیرکبیر,,(۱۶),۳.۴,البرز,کرج,(۲ ستاره)
taleghan-regina,hotel,هتل رجینا,,(۴),۳.۸,البرز,طالقان,(۳ ستاره)
karaj-marmar,hotel,هتل مرمر,,(۱),۳,البرز,کرج,(۲ ستاره)
ilam-zagros,hotel,هتل زاگرس,,(۶),۲.۲,ایلام,ایلام,(۳ ستاره)
ilam-dalahoo,hotel,هتل دالاهو,,(۸),۲.۳,ایلام,ایلام,(۳ ستاره)
2b566223cf,hotel,هتل  کبیرکوه,,,,ایلام,آبدانان,(۱ ستاره)
booshehr-pasargad,hotel,هتل پاسارگاد,,(۳),۳.۳,بوشهر,بوشهر,(۳ ستاره)
booshehr-hiroon,hotel,هتل هیرون,,,,بوشهر,بوشهر,(۲ ستاره)
delvar-booshehr,hotel,هتل جهانگردی دلوار,,(۱۴),۳.۷,بوشهر,بوشهر,(۴ ستاره)
booshehr-yaas,hotel,هتل یاس,,(۱۴),۲.۱,بوشهر,بوشهر,(۲ ستاره)
asalooye-cherif,hotel,هتل چریف,,,,بوشهر,عسلویه,(۵ ستاره)
boshehr-pelas2,hotel,هتل پلاس۲,,(۳),۴.۱,بوشهر,بوشهر,(۳ ستاره)
genave-khor,hotel,هتل خور,,(۳),۱.۷,بوشهر,گناوه,(۲ ستاره)
gonaveh-setareh,hotel,هتل ستاره خلیج فارس,,,,بوشهر,گناوه,(۳ ستاره)
asalooye-rimram,hotel,هتل ریم رام عسلویه,,(۶),۴.۲,بوشهر,عسلویه,(۴ ستاره)
borazjan-jahangardi,hotel,هتل جهانگردی برازجان,,(۱),۳,بوشهر,برازجان,(۲ ستاره)
bushehr-plus,hotel,هتل پلاس ۱,,(۶),۳.۳,بوشهر,بوشهر,(۳ ستاره)
0ac9c87472,hotel,هتل ناکو,,(۸),۴.۷,بوشهر,بوشهر,(۱ ستاره)
asalooye-romeyleh,hotel,هتل رمیله عسلویه,,(۴),۱.۹,بوشهر,عسلویه,(۳ ستاره)
tehran-espinas-palace,hotel,هتل اسپیناس پالاس,,(۷۸),۴,تهران,تهران,(۵ ستاره)
tehran-espinas,hotel,هتل اسپیناس خلیج فارس,,(۳),۲,تهران,تهران,(۵ ستاره)
tehran-taajmahal,hotel,هتل آپارتمان تاج محل,,(۵),۴.۱,تهران,تهران,(۵ ستاره)
tehran-azadi,hotel,هتل پارسیان آزادی,,(۱۵),۴.۷,تهران,تهران,(۵ ستاره)
tehran-alvand,hotel,هتل اسکان الوند,,(۲),۴.۸,تهران,تهران,(۴ ستاره)
tehran-homa,hotel,هتل هما,,(۳۶),۳.۸,تهران,تهران,(۵ ستاره)
tehran-esteghlal,hotel,هتل استقلال,,(۹۹),۳.۵,تهران,تهران,(۵ ستاره)
tehran-ferdowsi,hotel,هتل فردوسی,,(۳),۴.۱,تهران,تهران,(۴ ستاره)
8b47a060c0,hotel,هتل ستیا,,(۲),۵,تهران,تهران,(۱ ستاره)
tehran-evin,hotel,هتل پارسیان اوین,,(۳۴),۴.۳,تهران,تهران,(۴ ستاره)
tehran-rudaki,hotel,هتل رودکی,,(۲),۵,تهران,تهران,(۳ ستاره)
meygoon-jahangardi,hotel,هتل جهانگردی میگون,,(۲),۴.۴,تهران,میگون,(۳ ستاره)
tehran-enghelab,hotel,هتل پارسیان انقلاب,,(۲۶),۳.۲,تهران,تهران,(۴ ستاره)
tehran-eram,hotel,هتل ارم,,(۱),۴,تهران,تهران,(۴ ستاره)
tehran-asare,hotel,هتل آساره,,(۱۶),۳.۷,تهران,تهران,(۴ ستاره)
tehran-saina,hotel,هتل ساینا,,(۲),۳.۷,تهران,تهران,(۳ ستاره)
tehran-hejab,hotel,هتل حجاب,,(۹),۳.۳,تهران,تهران,(۳ ستاره)
tehran-pamchal,hotel,هتل پامچال,,(۲۷),۳.۳,تهران,تهران,(۳ ستاره)
tehran-persianpelaza,hotel,هتل پرشین پلازا,,(۴۵),۴.۲,تهران,تهران,(۵ ستاره)
tehran-howeyzeh,hotel,هتل هویزه,,(۱۲),۳.۹,تهران,تهران,(۴ ستاره)
tehran-aramis,hotel,هتل آرامیس,,(۸),۴.۳,تهران,تهران,(۴ ستاره)
tehran-grandhotel,hotel,هتل بزرگ ۲,,(۵),۴,تهران,تهران,(۴ ستاره)
tehran-amatis,hotel,هتل آماتیس,,(۱),۱,تهران,تهران,(۳ ستاره)
tehran-kowsar,hotel,هتل پارسیان کوثر,,(۴۲),۳.۸,تهران,تهران,(۴ ستاره)
tehran-jahan,hotel,هتل جهان,,(۴),۳,تهران,تهران,(۳ ستاره)
tehran-atana,hotel,هتل آتانا,,(۱۲),۴.۶,تهران,تهران,(۴ ستاره)
tehran-bahar,hotel,هتل بهار,,(۲۲),۳.۷,تهران,تهران,(۳ ستاره)
tehran-alborz,hotel,هتل البرز,,(۵),۳.۶,تهران,تهران,(۳ ستاره)
tehran-laleh,hotel,هتل بین المللی لاله,,(۴۴),۳.۱,تهران,تهران,(۵ ستاره)
tehran-eskan,hotel,هتل اسکان,,(۲),۴.۱,تهران,تهران,(۳ ستاره)
tehran-markazi-e-iran,hotel,هتل مرکزی ایران,,(۳),۲.۵,تهران,تهران,(۲ ستاره)
tehran-morvarid,hotel,هتل مروارید,,(۷),۳.۲,تهران,تهران,(۳ ستاره)
tehran-haali,hotel,هتل هالی,,(۱۵),۳.۸,تهران,تهران,(۳ ستاره)
tehran-marlik,hotel,هتل مارلیک,,(۱۶),۳.۹,تهران,تهران,(۳ ستاره)
tehran-novotel,hotel,هتل نووتل,,(۲۰),۴.۳,تهران,تهران,(۵ ستاره)
tehran-atlas,hotel,هتل اطلس,,,,تهران,تهران,(۲ ستاره)
tehran-mina,hotel,هتل مینا,,(۱۴),۴,تهران,تهران,(۲ ستاره)
tehran-ferdowsii,hotel,هتل فردوسی,,(۳),۳.۳,تهران,تهران,(۲ ستاره)
tehran-shahriar,hotel,هتل شهریار,,(۴),۳.۱,تهران,تهران,(۲ ستاره)
tehran-ibis,hotel,هتل ایبیس,,(۴۷),۴.۱,تهران,تهران,(۴ ستاره)
tehran-sasan,hotel,هتل ساسان,,(۱۱),۳.۳,تهران,تهران,(۲ ستاره)
tehran-khayyam,hotel,هتل خیام,,(۲۱),۳.۵,تهران,تهران,(۲ ستاره)
310d3be8d6,hotel,هتل بوتیک,,,,تهران,شمشک,(۱ ستاره)
farvardin hostel,hotel,هتل فروردین,,,,تهران,تهران,(۱ ستاره)
tehran-jam,hotel,هتل جم,,(۱),۳.۴,تهران,تهران,(۲ ستاره)
tehran-samen,hotel,هتل ثامن,,(۷),۳.۸,تهران,تهران,(۱ ستاره)
tehran-mehr,hotel,هتل مهر,,(۳۳),۳.۲,تهران,تهران,(۱ ستاره)
tehran-niloo,hotel,هتل نیلو,,,,تهران,تهران,(۳ ستاره)
tehran-avrin,hotel,هتل اورین,,(۶۰),۳.۶,تهران,تهران,(۲ ستاره)
tehran-pariz,hotel,هتل پاریز,,(۳۱),۲.۹,تهران,تهران,(۴ ستاره)
tehran-aran,hotel,هتل آران,,(۲۳),۳.۶,تهران,تهران,(۱ ستاره)
farvardin hostel,hotel,هتل فروردین,,,,تهران,تهران,(۱ ستاره)
tehran-jam,hotel,هتل جم,,(۱),۳.۴,تهران,تهران,(۲ ستاره)
tehran-samen,hotel,هتل ثامن,,(۷),۳.۸,تهران,تهران,(۱ ستاره)
tehran-mehr,hotel,هتل مهر,,(۳۳),۳.۲,تهران,تهران,(۱ ستاره)
tehran-niloo,hotel,هتل نیلو,,,,تهران,تهران,(۳ ستاره)
tehran-shiyan,hotel,هتل شیان,,(۹),۳.۷,تهران,تهران,(۳ ستاره)
tehran-bloor,hotel,هتل بلور,,(۱),۵,تهران,تهران,(۲ ستاره)
tehran-simorgh,hotel,هتل سیمرغ,,(۱۹),۴.۵,تهران,تهران,(۴ ستاره)
tehran-setarevila,hotel,هتل ستاره ویلا,,,,تهران,تهران,(۲ ستاره)
tehran-varzesh,hotel,هتل ورزش,,(۱۵),۳.۱,تهران,تهران,(۳ ستاره)
tehran-pasargad,hotel,هتل پاسارگاد,,(۱),۳,تهران,تهران,(۲ ستاره)
tehran-olympic,hotel,هتل المپیک,,(۹),۳.۷,تهران,تهران,(۴ ستاره)
tehran-diamond,hotel,هتل دیاموند,,(۹),۳,تهران,تهران,(۳ ستاره)
parsian esteghlal international hotel,hotel,هتل بین المللی پارسیان استقلال,,,,تهران,تهران,(۵ ستاره)
tehran-pazhoohesh,hotel,هتل پژوهش,,(۷),۲.۷,تهران,تهران,(۳ ستاره)
tehran-shiraz,hotel,هتل شیراز,,(۸۱),۴.۶,تهران,تهران,(۳ ستاره)
tehran-balut,hotel,هتل بلوط,,(۱۴),۴.۲,تهران,تهران,(۳ ستاره)
hotel sepehr apartment,hotel,هتل سپهر,,,,تهران,تهران,(۴ ستاره)
tehran-tavrizh,hotel,هتل تاوریژ,,,,تهران,تهران,(۳ ستاره)
tehran-vozara,hotel,هتل وزرا,,(۱),۵,تهران,تهران,(۳ ستاره)
f3c0ee33cb,hotel,"هتل 
تهران
 استقبال",,,,تهران,تهران,(۱ ستاره)
dizin-gajere,hotel,هتل گاجره,,(۳),۳.۱,تهران,دیزین,(۳ ستاره)
tehran-somaye-azadi,hotel,هتل آزادی,,(۱),۳,تهران,تهران,(۲ ستاره)
tehran-wisteria,hotel,هتل ویستریا,,(۶),۳.۸,تهران,تهران,(۵ ستاره)
keramatrey-tehran,hotel,هتل کرامت ری,,,,تهران,تهران,(۱ ستاره)
tehran-valiasr,hotel,هتل ولیعصر,,(۲),۳,تهران,تهران,(۳ ستاره)
tehran-asia,hotel,هتل آسیا,,(۱۳),۳.۴,تهران,تهران,(۱ ستاره)
tehran-amir,hotel,هتل امیر,,(۸),۳.۶,تهران,تهران,(۳ ستاره)
tehran-borjesefid,hotel,هتل برج سفید,,(۳),۴.۶,تهران,تهران,(۴ ستاره)
tehran-hafez,hotel,هتل حافظ,,(۸),۳.۲,تهران,تهران,(۲ ستاره)
tehran-footballacademy,hotel,هتل آکادمی فوتبال ایران,,(۴),۳.۴,تهران,تهران,(۴ ستاره)
d5cb3b6421,hotel,هتل پردیس,,(۲۲),۴.۵,تهران,تهران,(۳ ستاره)
parsian azadi gachsar,hotel,هتل پارسیان آزادی,,,,تهران,تهران,(۱ ستاره)
4ac17ab5cf,hotel,هتل زرین,,,,تهران,دماوند,(۲ ستاره)
ramtin hotel,hotel,هتل رامتین,,,,تهران,تهران,(۱ ستاره)
tehran-melal,hotel,هتل ملل,,,,تهران,تهران,(۳ ستاره)
tehran-toobaboutique,hotel,هتل بوتیک طوبی,,(۱),۴,تهران,تهران,(۳ ستاره)
tehran-vanak,hotel,هتل ونک,,(۱),۱,تهران,تهران,(۱ ستاره)
tehran-grand,hotel,هتل بزرگ,,(۱۴),۳.۸,تهران,تهران,(۴ ستاره)
tehran-bostan,hotel,هتل بستان,,(۱),۳.۴,تهران,تهران,(۳ ستاره)
tehran-venoos,hotel,هتل ونوس,,(۲),۳.۱,تهران,تهران,(۲ ستاره)
tehran-pars,hotel,هتل پارس,,,,تهران,تهران,(۳ ستاره)
parsian esteghlal east wing,hotel,هتل پارسیان استقلال,,,,تهران,تهران,(۵ ستاره)
naderino-hotel,hotel,هتل نادری نو,,(۲),۲.۵,تهران,تهران,(۲ ستاره)
aasa suites,hotel,هتل آسا,,,,تهران,تهران,(۴ ستاره)
dizin-jahangardi,hotel,هتل جهانگردی دیزین,,(۴),۳.۳,تهران,دیزین,(۴ ستاره)
tehran-vanak,hotel,هتل ونک,,(۱),۱,تهران,تهران,(۱ ستاره)
tehran-grand,hotel,هتل بزرگ,,(۱۴),۳.۸,تهران,تهران,(۴ ستاره)
shemshak-jahangardi,hotel,هتل جهانگردی شمشک,,(۱),۱,تهران,شمشک,(۳ ستاره)
tehran-persin,hotel,هتل پرشیا۲,,,,تهران,تهران,(۳ ستاره)
tehran-ramtin,hotel,هتل رامتین,,,,تهران,تهران,(۴ ستاره)
